,Roslyn,Rust,Kubernetes
833,1.0,9.0,1.0
834,3.0,1.0,6.0
835,1.0,1.0,13.0
836,6.0,1.0,7.0
837,1.0,10.0,3.0
838,1.0,1.0,3.0
839,1.0,3.0,130.0
840,3.0,1.0,6.0
841,25.0,1.0,104.0
842,3.0,85.0,1.0
843,37.0,9.0,1.0
844,2.0,10.0,12.0
845,5.0,1.0,20.0
846,1.0,2.0,1.0
847,4.0,89.0,14.0
848,1.0,4.0,1.0
849,17.0,1.0,23.0
850,18.0,1.0,40.0
851,4.0,1.0,134.0
852,1.0,1.0,1.0
853,1.0,3.0,2.0
854,8.0,1.0,141.0
855,1.0,3.0,14.0
856,8.0,2.0,7.0
857,25.0,1.0,7.0
858,2.0,1.0,1.0
859,3.0,1.0,13.0
860,1.0,1.0,1.0
861,1.0,2.0,4.0
862,1.0,1.0,1.0
863,4.0,12.0,2.0
864,6.0,4.0,1.0
865,46.0,1.0,15.0
866,1.0,1.0,95.0
867,1.0,1.0,21.0
868,1.0,42.0,1.0
869,8.0,5.0,2.0
870,1.0,6.0,3.0
871,1.0,72.0,2.0
872,25.0,1.0,8.0
873,2.0,6.0,65.0
874,1.0,1.0,22.0
875,10.0,36.0,1.0
876,1.0,1.0,4.0
877,1.0,1.0,49.0
878,1.0,1.0,1.0
879,2.0,3.0,1.0
880,1.0,1.0,2.0
881,1.0,3.0,14.0
882,1.0,1.0,7.0
883,1.0,6.0,1.0
884,1.0,7.0,59.0
885,1.0,2.0,1.0
886,12.0,1.0,1.0
887,1.0,1.0,102.0
888,3.0,1.0,3.0
889,7.0,1.0,3.0
890,1.0,1.0,76.0
891,69.0,1.0,7.0
892,171.0,1.0,6.0
893,1.0,1.0,1.0
894,1.0,5.0,33.0
895,78.0,1.0,19.0
896,1.0,132.0,5.0
897,1.0,2.0,4.0
898,2.0,2.0,45.0
899,1.0,1.0,44.0
900,14.0,725.0,23.0
901,89.0,1.0,3.0
902,1.0,26.0,5.0
903,1.0,2.0,2.0
904,1.0,1.0,2.0
905,57.0,3.0,4.0
906,4.0,30.0,1.0
907,4.0,330.0,1.0
908,2.0,1.0,10.0
909,4.0,8.0,7.0
910,8.0,8.0,1.0
911,16.0,9.0,1.0
912,1.0,1.0,30.0
913,2.0,1.0,1.0
914,1.0,346.0,12.0
915,9.0,1.0,2.0
916,1.0,4.0,1.0
917,6.0,2.0,14.0
918,161.0,3.0,16.0
919,4.0,1.0,3.0
920,32.0,5.0,9.0
921,3.0,76.0,12.0
922,10.0,1.0,73.0
923,1.0,1.0,2.0
924,1.0,1.0,1.0
925,2.0,5.0,1.0
926,43.0,2.0,1.0
927,4.0,3.0,1.0
928,8.0,1.0,31.0
929,5.0,23.0,28.0
930,1.0,5.0,79.0
931,23.0,1.0,1.0
932,1.0,4.0,13.0
933,38.0,4.0,5.0
934,4.0,1.0,1.0
935,1.0,1.0,1.0
936,4.0,1.0,8.0
937,46.0,2.0,8.0
938,1.0,23.0,1.0
939,7.0,5.0,2.0
940,1.0,1.0,54.0
941,1.0,1.0,41.0
942,13.0,17.0,1.0
943,1.0,1.0,1.0
944,1.0,1.0,12.0
945,4.0,1.0,1.0
946,100.0,1.0,68.0
947,4.0,4.0,1.0
948,1.0,1.0,24.0
949,17.0,2.0,1.0
950,6.0,7.0,1.0
951,3.0,1.0,4.0
952,3.0,2.0,4.0
953,47.0,371.0,2.0
954,1.0,1.0,79.0
955,37.0,33.0,4.0
956,161.0,1.0,1.0
957,2.0,8.0,1.0
958,2.0,2.0,48.0
959,31.0,1.0,1.0
960,152.0,1.0,1.0
961,1.0,148.0,6.0
962,49.0,1.0,11.0
963,106.0,10.0,60.0
964,1.0,1.0,1.0
965,1.0,8.0,3.0
966,32.0,3.0,1.0
967,19.0,30.0,3.0
968,136.0,1.0,1.0
969,14.0,1.0,8.0
970,1.0,3.0,3.0
971,1.0,1.0,1.0
972,2.0,2.0,63.0
973,1.0,1.0,3.0
974,1.0,4.0,15.0
975,245.0,13.0,5.0
976,23.0,1.0,17.0
977,3.0,1.0,1.0
978,17.0,9.0,23.0
979,19.0,2.0,1.0
980,34.0,1.0,2.0
981,63.0,7.0,9.0
982,67.0,3.0,1.0
983,1.0,1.0,2.0
984,24.0,12.0,16.0
985,127.0,35.0,3.0
986,1.0,6.0,4.0
987,30.0,35.0,22.0
988,5.0,5.0,8.0
989,99.0,36.0,1.0
990,18.0,1.0,4.0
991,1.0,5.0,2.0
992,33.0,3.0,1.0
