,Roslyn,Rust,Kubernetes
951,54.0,14.0,6.0
952,2.0,39.0,5.0
953,4.0,1.0,1.0
954,1.0,1.0,12.0
955,17.0,10.0,1.0
956,19.0,30.0,1.0
957,15.0,4.0,3.0
958,29.0,1.0,1.0
959,11.0,4.0,20.0
960,61.0,4.0,7.0
961,1.0,3.0,4.0
962,39.0,1.0,2.0
963,27.0,1.0,5.0
964,31.0,1.0,1.0
965,1.0,2.0,3.0
966,1.0,4.0,10.0
967,7.0,1.0,19.0
968,3.0,2.0,16.0
969,2.0,6.0,16.0
970,3.0,1.0,9.0
971,1.0,4.0,9.0
972,1.0,1.0,65.0
973,2.0,4.0,5.0
974,19.0,1.0,41.0
975,3.0,51.0,2.0
976,3.0,1.0,36.0
977,1.0,5.0,1.0
978,1.0,8.0,8.0
979,2.0,1.0,38.0
980,1.0,1.0,32.0
981,11.0,1.0,1.0
982,1.0,2.0,9.0
983,1.0,2.0,17.0
984,3.0,152.0,17.0
985,2.0,5.0,3.0
986,5.0,7.0,24.0
987,9.0,46.0,39.0
988,1.0,1.0,30.0
989,27.0,45.0,8.0
990,1.0,1.0,12.0
991,2.0,1.0,2.0
