,Roslyn,Rust,Kubernetes
864,17.0,2.0,5.0
865,30.0,16.0,106.0
866,8.0,1.0,7.0
867,1.0,4.0,1.0
868,3.0,8.0,2.0
869,1.0,2.0,1.0
870,14.0,1.0,1.0
871,2.0,5.0,11.0
872,3.0,1.0,32.0
873,6.0,6.0,19.0
874,3.0,1.0,2.0
875,1.0,1.0,4.0
876,67.0,1.0,14.0
877,88.0,4.0,6.0
878,37.0,15.0,10.0
879,1.0,1.0,2.0
880,1.0,5.0,5.0
881,1.0,11.0,4.0
882,1.0,1.0,1.0
883,2.0,7.0,9.0
884,1.0,1.0,1.0
885,1.0,1.0,55.0
886,3.0,1.0,4.0
887,5.0,1.0,20.0
888,2.0,1.0,9.0
889,1.0,5.0,2.0
890,4.0,5.0,1.0
891,1.0,23.0,43.0
892,28.0,20.0,1.0
893,1.0,1.0,2.0
894,1.0,2.0,1.0
895,1.0,2.0,3.0
896,2.0,2.0,1.0
897,6.0,2.0,1.0
898,6.0,1.0,5.0
899,2.0,1.0,14.0
900,1.0,1.0,1.0
901,12.0,1.0,3.0
902,1.0,1.0,2.0
903,1.0,8.0,1.0
904,1.0,1.0,7.0
905,3.0,2.0,16.0
906,8.0,102.0,5.0
907,4.0,18.0,10.0
908,8.0,4.0,4.0
909,6.0,3.0,1.0
910,14.0,2.0,29.0
911,1.0,12.0,60.0
912,2.0,1.0,2.0
913,1.0,2.0,47.0
914,1.0,1.0,2.0
915,1.0,4.0,5.0
916,1.0,12.0,6.0
917,1.0,2.0,10.0
918,1.0,3.0,1.0
919,4.0,23.0,2.0
920,4.0,1.0,1.0
921,14.0,3.0,3.0
922,38.0,4.0,5.0
923,1.0,1.0,1.0
924,1.0,1.0,19.0
925,1.0,1.0,1.0
926,1.0,1.0,1.0
927,1.0,27.0,1.0
928,133.0,1.0,1.0
929,2.0,1.0,1.0
930,54.0,74.0,27.0
931,2.0,2.0,29.0
932,17.0,8.0,1.0
933,43.0,1.0,1.0
934,2.0,1.0,25.0
935,4.0,2.0,9.0
936,3.0,229.0,1.0
937,20.0,4.0,60.0
938,1.0,1.0,17.0
939,82.0,3.0,1.0
940,3.0,2.0,7.0
941,66.0,1.0,6.0
942,2.0,1.0,11.0
943,5.0,1.0,2.0
944,1.0,1.0,1.0
945,32.0,1.0,2.0
946,2.0,8.0,16.0
947,35.0,1.0,1.0
948,136.0,1.0,2.0
949,1.0,26.0,3.0
950,18.0,9.0,8.0
951,2.0,1.0,1.0
952,7.0,1.0,23.0
953,7.0,2.0,62.0
954,3.0,3.0,5.0
955,1.0,7.0,1.0
956,1.0,3.0,7.0
957,6.0,3.0,3.0
958,4.0,1.0,5.0
959,29.0,1.0,1.0
960,49.0,1.0,59.0
961,1.0,2.0,2.0
962,16.0,2.0,1.0
963,1.0,1.0,1.0
964,11.0,2.0,2.0
965,3.0,3.0,20.0
966,4.0,1.0,1.0
967,75.0,1.0,1.0
968,1.0,2.0,1.0
969,1.0,3.0,3.0
970,1.0,7.0,3.0
971,14.0,1.0,29.0
972,14.0,3.0,1.0
973,5.0,2.0,4.0
974,4.0,4.0,1.0
975,1.0,1.0,26.0
976,1.0,4.0,1.0
977,1.0,3.0,1.0
